Text_clean,Idioma_Tecnica,Texto_Original,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsReligiousHate,sentiment_label,sentiment_score
"reckon schwarzes Leben Materie Banner Halten Sie die weiße Fotze, die ironisch rassistisch kommen und etwas gut weiße Volksfleisch selbst Stolz aussehen.",de_translation,reckon black life matter banner hold white cunt kinda patronizing ironically racist come somethin well white folk self pride ooo look nice black people race actually world pussyfootin fear racist fuckin daft man,1,True,False,False,True,False,False,False,False,False,5 stars,0.39438673853874207
large number people like police officer call criminal reason police officer fact criminal like police officer testament good work police officer protect public child family danger hessitate help police time people stop complain start police respect hard work dedication require life line serve public,en_original,large number people like police officer call criminal reason police officer fact criminal like police officer testament good work police officer protect public child family danger hessitate help police time people stop complain start police respect hard work dedication require life line serve public,0,False,False,False,False,False,False,False,False,False,1 star,0.37354710698127747
Gran número de personas como el oficial de policía llaman a la razón penal del oficial de policía.,es_translation,large number people like police officer call criminal reason police officer fact criminal like police officer testament good work police officer protect public child family danger hessitate help police time people stop complain start police respect hard work dedication require life line serve public,0,False,False,False,False,False,False,False,False,False,1 star,0.3942031264305115
un grand nombre de personnes comme un policier appellent la raison pénale du policier de la police de police comme un officier de police Testament Good Work Officier de police Protéger le danger de la famille de la famille des enfants publics Hessitit,fr_translation,large number people like police officer call criminal reason police officer fact criminal like police officer testament good work police officer protect public child family danger hessitate help police time people stop complain start police respect hard work dedication require life line serve public,0,False,False,False,False,False,False,False,False,False,1 star,0.24348171055316925
"große Anzahl Personen wie Polizisten rufen kriminelle Gründe an, die Polizist Fakten Kriminelle wie Polizisten Testament gute Arbeit Polizeibeamter schützen öffentliche Kinderfamilie Gefahr Hessitate Hilfseitigen Zeiten, die Menschen aufhören, sich zu beschweren.",de_translation,large number people like police officer call criminal reason police officer fact criminal like police officer testament good work police officer protect public child family danger hessitate help police time people stop complain start police respect hard work dedication require life line serve public,0,False,False,False,False,False,False,False,False,False,5 stars,0.3622531592845917
arab dude absolutely right shoot extra time shoot attack stop attack shoot twice attack time shoot kill opinion,en_original,arab dude absolutely right shoot extra time shoot attack stop attack shoot twice attack time shoot kill opinion,0,False,False,False,False,False,False,False,False,False,1 star,0.811027467250824
Dude árabe absolutamente correcto disparar tiempo extra dispare ataque de ataque de ataque disparar dos veces el tiempo de ataque de ataque matar opinión,es_translation,arab dude absolutely right shoot extra time shoot attack stop attack shoot twice attack time shoot kill opinion,0,False,False,False,False,False,False,False,False,False,1 star,0.34793752431869507
Dec arabe absolument droit tir supplémentaire supplémentaire de tir de tir à coup d'attaque Stop Attack Shoot Twice Time Time Shoot Kill Opinion,fr_translation,arab dude absolutely right shoot extra time shoot attack stop attack shoot twice attack time shoot kill opinion,0,False,False,False,False,False,False,False,False,False,1 star,0.6600736379623413
Araber Typ absolut rechts Schießen Sie zusätzliche Zeit Dreh Angriff Stop Attack Shoot Toppy Attack Time Shoot Till Meinungen,de_translation,arab dude absolutely right shoot extra time shoot attack stop attack shoot twice attack time shoot kill opinion,0,False,False,False,False,False,False,False,False,False,1 star,0.5029244422912598
people facebook tie isis terrorist group muslim extremist,en_original,people facebook tie isis terrorist group muslim extremist,1,False,False,False,False,True,False,False,False,True,1 star,0.690598726272583
Les gens Facebook attachent l'extrémiste musulman terroriste de Facebook,fr_translation,people facebook tie isis terrorist group muslim extremist,1,False,False,False,False,True,False,False,False,True,1 star,0.3138554096221924
Menschen Facebook binden isis terroristische Gruppe muslimischer Extremisten,de_translation,people facebook tie isis terrorist group muslim extremist,1,False,False,False,False,True,False,False,False,True,1 star,0.5704925656318665
check tube post black man go epic rant ferguson rioter message deliver childish cartoon ish emotion african american get,en_original,check tube post black man go epic rant ferguson rioter message deliver childish cartoon ish emotion african american get,1,False,False,False,False,True,True,False,False,False,1 star,0.6543108820915222
Compruebe el tubo post negro go go rant ferguson ferguson Mensaje de la mano Entregue la caricatura infantil ish emoción afroamericano obtenga,es_translation,check tube post black man go epic rant ferguson rioter message deliver childish cartoon ish emotion african american get,1,False,False,False,False,True,True,False,False,False,1 star,0.3089059889316559
Vérifiez le tube post noir go epic rant Ferguson Rioter Message délivrer un dessin animé émotion émotion afro-américaine,fr_translation,check tube post black man go epic rant ferguson rioter message deliver childish cartoon ish emotion african american get,1,False,False,False,False,True,True,False,False,False,1 star,0.5415985584259033
Check Tube Post Black Man Go Epic Rant Ferguson Randaler Nachricht liefern kindisch -karikon ish emotion afroamerikaner,de_translation,check tube post black man go epic rant ferguson rioter message deliver childish cartoon ish emotion african american get,1,False,False,False,False,True,True,False,False,False,1 star,0.4255571961402893
love pussy staten island spit cop love happen mike brown strong arm thug people burn ferguson eric garnier wrong choke death protest mafia control staten island burn car,en_original,love pussy staten island spit cop love happen mike brown strong arm thug people burn ferguson eric garnier wrong choke death protest mafia control staten island burn car,1,True,False,False,True,True,True,False,False,False,1 star,0.6315789818763733
Love Pussy Staten Island Spit Cop Hubo Mike Brown Strong Arm Thug People Burn Ferguson Eric Garnier Choque Incribe Información Muerte Mafia Control Staten Island Burn Car,es_translation,love pussy staten island spit cop love happen mike brown strong arm thug people burn ferguson eric garnier wrong choke death protest mafia control staten island burn car,1,True,False,False,True,True,True,False,False,False,1 star,0.7121363878250122
Love Pussy Staten Island Spit Cop Love Happen Mike Brown Strong Arm THUG PERSONNES BROPPE,fr_translation,love pussy staten island spit cop love happen mike brown strong arm thug people burn ferguson eric garnier wrong choke death protest mafia control staten island burn car,1,True,False,False,True,True,True,False,False,False,5 stars,0.4697020351886749
agree protestor,en_original,agree protestor,0,False,False,False,False,False,False,False,False,False,1 star,0.4470038414001465
Acuerde el manifestante,es_translation,agree protestor,0,False,False,False,False,False,False,False,False,False,1 star,0.41971516609191895
Convention de manifestation,fr_translation,agree protestor,0,False,False,False,False,False,False,False,False,False,5 stars,0.36490294337272644
Protestierer zustimmen,de_translation,agree protestor,0,False,False,False,False,False,False,False,False,False,4 stars,0.29519039392471313
mike browns father boooshit,en_original,mike browns father boooshit,1,True,False,False,True,False,False,False,False,False,5 stars,0.2667219042778015
Mike Browns padre boooshit,es_translation,mike browns father boooshit,1,True,False,False,True,False,False,False,False,False,5 stars,0.3155674934387207
Mike Browns Père Boooshit,fr_translation,mike browns father boooshit,1,True,False,False,True,False,False,False,False,False,5 stars,0.34484121203422546
Mike Browns Vater Boooshit,de_translation,mike browns father boooshit,1,True,False,False,True,False,False,False,False,False,5 stars,0.31834641098976135
guy right point judge speak ability judge messege racist fuck suck dick like medium focus thing matter cnn shit,en_original,guy right point judge speak ability judge messege racist fuck suck dick like medium focus thing matter cnn shit,1,True,False,False,True,False,False,False,False,False,1 star,0.694379985332489
Guy Punto correcto Juez hablar habilidad Juez Messege Racist Fuck chupa la polla como la cosa de enfoque medio importa Cnn mierda,es_translation,guy right point judge speak ability judge messege racist fuck suck dick like medium focus thing matter cnn shit,1,True,False,False,True,False,False,False,False,False,3 stars,0.37354591488838196
Guy Right Point Judge Speak Capacité juge Messege Raciste Fuck Suck Dick Like Medium Focus Thing Matter Cnn Shit,fr_translation,guy right point judge speak ability judge messege racist fuck suck dick like medium focus thing matter cnn shit,1,True,False,False,True,False,False,False,False,False,1 star,0.7482979893684387
Guy richtiger Punkt Richter Speak -Fähigkeit Richter Messenge Rassist Fuck Suck Dick wie mittlere Fokus Sache Materie Cnn Shit,de_translation,guy right point judge speak ability judge messege racist fuck suck dick like medium focus thing matter cnn shit,1,True,False,False,True,False,False,False,False,False,1 star,0.4053671061992645
moral story reach cops gun probably gunna shoot white black,en_original,moral story reach cops gun probably gunna shoot white black,0,False,False,False,False,False,False,False,False,False,1 star,0.6309472322463989
Historia moral Reach Cops Gun probablemente Gunna dispara Blanco Blanco,es_translation,moral story reach cops gun probably gunna shoot white black,0,False,False,False,False,False,False,False,False,False,1 star,0.509440004825592
l'histoire morale atteint le pistolet flics probablement gunna tire blanc noir,fr_translation,moral story reach cops gun probably gunna shoot white black,0,False,False,False,False,False,False,False,False,False,1 star,0.49960193037986755
Moralische Geschichte Erreicht Polizisten Waffe wahrscheinlich Gunna schießen weiß schwarz,de_translation,moral story reach cops gun probably gunna shoot white black,0,False,False,False,False,False,False,False,False,False,3 stars,0.23743349313735962
masri close isis america,en_original,masri close isis america,1,True,False,False,False,False,False,False,False,False,5 stars,0.3611316978931427
Masri schließen Isis America,de_translation,masri close isis america,1,True,False,False,False,False,False,False,False,False,1 star,0.2646300792694092
know chimper compassion mud pump heart,en_original,know chimper compassion mud pump heart,1,False,False,False,False,True,True,False,False,False,5 stars,0.3207615613937378
Conozca el corazón de la bomba de barro compasión de chimpere,es_translation,know chimper compassion mud pump heart,1,False,False,False,False,True,True,False,False,False,5 stars,0.5233814120292664
Connaître le cœur de la pompe à boue de la compassion de compassion,fr_translation,know chimper compassion mud pump heart,1,False,False,False,False,True,True,False,False,False,5 stars,0.6214951872825623
Kennen Sie Schmuck Mitgefühl Schlammpumpe Herz,de_translation,know chimper compassion mud pump heart,1,False,False,False,False,True,True,False,False,False,5 stars,0.40367868542671204
believe wanna believe care bassem masri idiot,en_original,believe wanna believe care bassem masri idiot,1,True,False,False,False,False,False,False,False,False,1 star,0.44646111130714417
cree que quiero creer cuidado bassem masri idiota,es_translation,believe wanna believe care bassem masri idiot,1,True,False,False,False,False,False,False,False,False,1 star,0.2592692971229553
Croire à croire croire les soins Bassem masri idiot,fr_translation,believe wanna believe care bassem masri idiot,1,True,False,False,False,False,False,False,False,False,3 stars,0.2389553040266037
"Glauben Sie, dass Care Bassem Masri Idiot glauben will",de_translation,believe wanna believe care bassem masri idiot,1,True,False,False,False,False,False,False,False,False,3 stars,0.23366978764533997
bassem masri terrorist isis,en_original,bassem masri terrorist isis,1,False,False,False,False,True,False,False,False,True,1 star,0.42287203669548035
Bassem Masri Terrorista ISIS,es_translation,bassem masri terrorist isis,1,False,False,False,False,True,False,False,False,True,1 star,0.3469145894050598
Bassem Masri terroriste Isis,fr_translation,bassem masri terrorist isis,1,False,False,False,False,True,False,False,False,True,1 star,0.3944150507450104
waist time try reason police spit thug try defend criminal brown losing matter grand jury decision live,en_original,waist time try reason police spit thug try defend criminal brown losing matter grand jury decision live,1,True,False,True,False,False,False,False,False,False,1 star,0.65948086977005
Tiempo de cintura intenta la razón por la que la policía Spit Thug intente defender el criminal Brown perdiendo el asunto Gran jurado decisión en vivo,es_translation,waist time try reason police spit thug try defend criminal brown losing matter grand jury decision live,1,True,False,True,False,False,False,False,False,False,4 stars,0.3236745297908783
Temps de taille Essayez la raison pour laquelle la police crache Thug essaie de défendre le criminel Brown perdant la matière Grand Jury Décision en direct,fr_translation,waist time try reason police spit thug try defend criminal brown losing matter grand jury decision live,1,True,False,True,False,False,False,False,False,False,1 star,0.4059227406978607
"Taille Zeit versuchen, Grund zu der Polizei spuckte Schläger, versuche kriminelle braun zu verteidigen",de_translation,waist time try reason police spit thug try defend criminal brown losing matter grand jury decision live,1,True,False,True,False,False,False,False,False,False,1 star,0.3442867696285248
wish masri dead,en_original,wish masri dead,1,True,False,False,False,False,False,False,False,False,1 star,0.33445870876312256
Deseo Masri muerto,es_translation,wish masri dead,1,True,False,False,False,False,False,False,False,False,1 star,0.3412073254585266
Souhaiter Masri mort,fr_translation,wish masri dead,1,True,False,False,False,False,False,False,False,False,1 star,0.35356634855270386
Wünsche Masri tot,de_translation,wish masri dead,1,True,False,False,False,False,False,False,False,False,5 stars,0.4885164499282837
collapse usa possibility consider boil dictatorship evil reprisal possibility new reconstruction people fundamentally conscious responsibility attain government bring effective valuable new start actually occur currently extremely questionable presently totalitarian manner direct interest economic military political cultural strict fundamentalist religious sectarian base enormous lie devious misanthropic criminal felonious machination imaginable regard mean population usa spy secret service severely neighbourhood forth possible manner restrict freedom addition violence emerge form openly covertly,en_original,collapse usa possibility consider boil dictatorship evil reprisal possibility new reconstruction people fundamentally conscious responsibility attain government bring effective valuable new start actually occur currently extremely questionable presently totalitarian manner direct interest economic military political cultural strict fundamentalist religious sectarian base enormous lie devious misanthropic criminal felonious machination imaginable regard mean population usa spy secret service severely neighbourhood forth possible manner restrict freedom addition violence emerge form openly covertly,0,False,False,False,False,False,False,False,False,False,1 star,0.8351978063583374
"Kollapse USA Möglichkeit in Betracht ziehen Koch diktatur böse Repressalien Möglichkeit neuer Wiederaufbau Menschen grundsätzlich bewusste Verantwortung Erreichen von Regierung bringen wirksamen wertvollen Neuanfang tatsächlich extrem fraglich, derzeit total.",de_translation,collapse usa possibility consider boil dictatorship evil reprisal possibility new reconstruction people fundamentally conscious responsibility attain government bring effective valuable new start actually occur currently extremely questionable presently totalitarian manner direct interest economic military political cultural strict fundamentalist religious sectarian base enormous lie devious misanthropic criminal felonious machination imaginable regard mean population usa spy secret service severely neighbourhood forth possible manner restrict freedom addition violence emerge form openly covertly,0,False,False,False,False,False,False,False,False,False,1 star,0.8084415793418884
actually shout fire crowded theater christopher hitchen demonstrate talk free speech look interviewee correct cop serve public way consistent serve public police department represent public race ethnicity rank hire bunch big tough black guy police department few black shoot death puny white guy felt humiliate get bitch slap teenager,en_original,actually shout fire crowded theater christopher hitchen demonstrate talk free speech look interviewee correct cop serve public way consistent serve public police department represent public race ethnicity rank hire bunch big tough black guy police department few black shoot death puny white guy felt humiliate get bitch slap teenager,1,True,False,False,True,False,False,False,False,False,1 star,0.5211793780326843
actually shout fire crowded theater christopher hitchen demonstrate talk free speech look interviewee correct cop serve public way consistent serve public police department represent public race ethnicity rank hire bunch large tough black guy police department few black shoot death puny white guy felt humiliate get bitch slap teenager,en_synonym,actually shout fire crowded theater christopher hitchen demonstrate talk free speech look interviewee correct cop serve public way consistent serve public police department represent public race ethnicity rank hire bunch big tough black guy police department few black shoot death puny white guy felt humiliate get bitch slap teenager,1,True,False,False,True,False,False,False,False,False,1 star,0.4983851909637451
"En realidad, grita fuego de teatro lleno de gente, Christopher Hitchen, demuestra hablar de libertad de expresión, mirada, entrevistado, correcto, COMBRA COMPLEZA CAMINO PÚBLICA SERVICIÓN DEL DEPARTAMENTO DE POLICÍA PÚBLICA Representación de la carrera de la raza pública Rango de rango Bunch Gun",es_translation,actually shout fire crowded theater christopher hitchen demonstrate talk free speech look interviewee correct cop serve public way consistent serve public police department represent public race ethnicity rank hire bunch big tough black guy police department few black shoot death puny white guy felt humiliate get bitch slap teenager,1,True,False,False,True,False,False,False,False,False,4 stars,0.26910823583602905
"En fait, crier le feu de feu, théâtre Christopher Hitchen, démontrer la liberté d'expression Look Interviewé Cop correct Servir public Way cohérent Service public Département de police représenter la race publique ethnicité Ranque de location Bunch Big Black Guy Department Police Department Black ShooT Death Puny Guy Breed Selon Humiliate",fr_translation,actually shout fire crowded theater christopher hitchen demonstrate talk free speech look interviewee correct cop serve public way consistent serve public police department represent public race ethnicity rank hire bunch big tough black guy police department few black shoot death puny white guy felt humiliate get bitch slap teenager,1,True,False,False,True,False,False,False,False,False,3 stars,0.27752619981765747
think kill,en_original,think kill,1,True,False,False,False,False,False,False,False,False,1 star,0.5131611227989197
pensar matar,es_translation,think kill,1,True,False,False,False,False,False,False,False,False,1 star,0.35623040795326233
penser à tuer,fr_translation,think kill,1,True,False,False,False,False,False,False,False,False,5 stars,0.4163546562194824
"Denken Sie, töten",de_translation,think kill,1,True,False,False,False,False,False,False,False,False,5 stars,0.41400596499443054
legalize marijuana problem stop,en_original,legalize marijuana problem stop,0,False,False,False,False,False,False,False,False,False,1 star,0.66551673412323
legalizar el problema de la marihuana parada,es_translation,legalize marijuana problem stop,0,False,False,False,False,False,False,False,False,False,1 star,0.4276910722255707
légaliser le problème du problème de la marijuana,fr_translation,legalize marijuana problem stop,0,False,False,False,False,False,False,False,False,False,4 stars,0.28037843108177185
Legalisieren Sie Marihuana Problem stoppen,de_translation,legalize marijuana problem stop,0,False,False,False,False,False,False,False,False,False,1 star,0.49041080474853516
word provocateur,en_original,word provocateur,0,False,False,False,False,False,False,False,False,False,1 star,0.2571072280406952
provocador de palabras,es_translation,word provocateur,0,False,False,False,False,False,False,False,False,False,5 stars,0.44518885016441345
Wort provocateur,de_translation,word provocateur,0,False,False,False,False,False,False,False,False,False,1 star,0.31449607014656067
lol happen greedy rich slime masse uneducated ignorant deal stupid create try reason irrational exercise futility popcorn ready boil fall talk fall walk,en_original,lol happen greedy rich slime masse uneducated ignorant deal stupid create try reason irrational exercise futility popcorn ready boil fall talk fall walk,1,True,False,False,False,False,False,False,False,False,1 star,0.7590819597244263
lol arrive gourmand riche slime masse sans instruction ignorant deal stupide créer une raison raisonr exercice irrationnel futilité pop-corn prêt bouil,fr_translation,lol happen greedy rich slime masse uneducated ignorant deal stupid create try reason irrational exercise futility popcorn ready boil fall talk fall walk,1,True,False,False,False,False,False,False,False,False,1 star,0.7243332266807556
lol passieren gierig reiche schleim masse masse ungebildete ignorant Deal dumm erstellen probieren Sie Gründe.,de_translation,lol happen greedy rich slime masse uneducated ignorant deal stupid create try reason irrational exercise futility popcorn ready boil fall talk fall walk,1,True,False,False,False,False,False,False,False,False,1 star,0.7515760660171509
legal system inherently racist cnn reporter,en_original,legal system inherently racist cnn reporter,1,True,False,False,False,False,False,False,False,False,1 star,0.7509254217147827
sistema legal inherentemente reportero de CNN racista,es_translation,legal system inherently racist cnn reporter,1,True,False,False,False,False,False,False,False,False,1 star,0.6260800957679749
système juridique intrinsèquement raciste CNN reporter,fr_translation,legal system inherently racist cnn reporter,1,True,False,False,False,False,False,False,False,False,1 star,0.6148920059204102
Rechtssystem von Natur aus rassistischer CNN -Reporter,de_translation,legal system inherently racist cnn reporter,1,True,False,False,False,False,False,False,False,False,1 star,0.6743723154067993
look ready cut head isis sympathizer go maybe care issue hand want loot store fuck shit,en_original,look ready cut head isis sympathizer go maybe care issue hand want loot store fuck shit,1,False,False,False,False,True,False,False,False,True,1 star,0.5891795754432678
"Mira listo para cortar cabeza ISIS Sympathizer Go, tal vez, problema de cuidado de la mano quiero tienda de botín joder mierda",es_translation,look ready cut head isis sympathizer go maybe care issue hand want loot store fuck shit,1,False,False,False,False,True,False,False,False,True,1 star,0.3958284854888916
Regardez la tête de la tête de la tête Isis Sympathezer allez peut-être le problème de souci,fr_translation,look ready cut head isis sympathizer go maybe care issue hand want loot store fuck shit,1,False,False,False,False,True,False,False,False,True,3 stars,0.2893117368221283
schau referad aus schnitt Kopf isis Sympathisant Go vielleicht versuchte Hand.,de_translation,look ready cut head isis sympathizer go maybe care issue hand want loot store fuck shit,1,False,False,False,False,True,False,False,False,True,1 star,0.5501253008842468
lol shoot apprehend idiot,en_original,lol shoot apprehend idiot,1,True,False,False,False,False,False,False,False,False,1 star,0.42107316851615906
lol disparar aprehend idiot,es_translation,lol shoot apprehend idiot,1,True,False,False,False,False,False,False,False,False,1 star,0.5957467555999756
lol shoot appréhende idiot,fr_translation,lol shoot apprehend idiot,1,True,False,False,False,False,False,False,False,False,1 star,0.3098556399345398
lol schießen Sie erfunden Idiot,de_translation,lol shoot apprehend idiot,1,True,False,False,False,False,False,False,False,False,5 stars,0.4159538447856903
case overshadow cop murder kid fake sword saratoga springs utah outraged mike brown case murder happen utah deal cop provide non lethal weapon shooting utah unwarranted run know run lunge police fake sword take opportunity immediate action right run shoot time know large group cop corrupt murderer new run police time teen cop pursue find hide bullet end life say paper saratoga spring black population,en_original,case overshadow cop murder kid fake sword saratoga springs utah outraged mike brown case murder happen utah deal cop provide non lethal weapon shooting utah unwarranted run know run lunge police fake sword take opportunity immediate action right run shoot time know large group cop corrupt murderer new run police time teen cop pursue find hide bullet end life say paper saratoga spring black population,0,False,False,False,False,False,False,False,False,False,1 star,0.7681587934494019
Caso Overshadow Cop Murder Kid Fake Sword Saratoga Springs Utah Oformado Mike Brown Case Murder Hubo Utah Deal Cop Proporcionar disparos de armas no letales Utah Utah Run injustificado Conozca Lunge Lunge Police Fake Fake Tomar Opportunidad Acción inmediata Ruta Run Time Cop Cop Corrupto Tiempo de policía Tiempo de policía Perspuesto Conserve Encontrar escondite la vida de la vida de Bullet End Saratoga Spring Población negra Negro Población negra,es_translation,case overshadow cop murder kid fake sword saratoga springs utah outraged mike brown case murder happen utah deal cop provide non lethal weapon shooting utah unwarranted run know run lunge police fake sword take opportunity immediate action right run shoot time know large group cop corrupt murderer new run police time teen cop pursue find hide bullet end life say paper saratoga spring black population,0,False,False,False,False,False,False,False,False,False,1 star,0.5729756951332092
Case Overshadow Cop Murder Kid Fake Sword Saratoga Springs Utah Interdite Mike Brown Case Murder set Utah Deal Cop Cop Offre de tir à l'arme non létale Utah Run Run Know Run Police Police Fake Swor,fr_translation,case overshadow cop murder kid fake sword saratoga springs utah outraged mike brown case murder happen utah deal cop provide non lethal weapon shooting utah unwarranted run know run lunge police fake sword take opportunity immediate action right run shoot time know large group cop corrupt murderer new run police time teen cop pursue find hide bullet end life say paper saratoga spring black population,0,False,False,False,False,False,False,False,False,False,1 star,0.7179017066955566
man zionist jew look ypu jewnesss face cnn employ zionist sympathiser neo con racist wolf blitzer emplpyeee,en_original,man zionist jew look ypu jewnesss face cnn employ zionist sympathiser neo con racist wolf blitzer emplpyeee,1,False,False,False,False,True,True,False,False,False,1 star,0.6214404702186584
hombre sionista judío mira ypu judíos cara cnn emplea simpatizante sionista neo con racista lobo blitzer emplpyeee,es_translation,man zionist jew look ypu jewnesss face cnn employ zionist sympathiser neo con racist wolf blitzer emplpyeee,1,False,False,False,False,True,True,False,False,False,1 star,0.7219242453575134
homme sioniste juif look ypu juifs face cnn emploie le sympathisant sioniste neo con raciste wolf blitzer emplpyeee,fr_translation,man zionist jew look ypu jewnesss face cnn employ zionist sympathiser neo con racist wolf blitzer emplpyeee,1,False,False,False,False,True,True,False,False,False,1 star,0.5186986923217773
Mann Zionistischer jüdischer Look ypu Juwness gegenüber CNN Beschäftigten Zionisten Sympathisant Neo Con Racist Wolf Blitzer Emplpyeeee,de_translation,man zionist jew look ypu jewnesss face cnn employ zionist sympathiser neo con racist wolf blitzer emplpyeee,1,False,False,False,False,True,True,False,False,False,1 star,0.6018092632293701
blood street worried word get tired way mainstream media treat like idiot follow condescend irrelevant distracting disparage narrative step cnn,en_original,blood street worried word get tired way mainstream media treat like idiot follow condescend irrelevant distracting disparage narrative step cnn,0,False,False,False,False,False,False,False,False,False,1 star,0.8077642917633057
Blood Street preocupada Palabra que se canse de la manera que los medios de comunicación son los medios de comunicación como idiota Sigue la condescendencia irrelevante distray,es_translation,blood street worried word get tired way mainstream media treat like idiot follow condescend irrelevant distracting disparage narrative step cnn,0,False,False,False,False,False,False,False,False,False,1 star,0.7262691259384155
Blood Street Word inquiet est fatigué des médias traditionnels Treat comme idiot Suivez Condescending non pertinent distrayant narrative dénigré étape CNN,fr_translation,blood street worried word get tired way mainstream media treat like idiot follow condescend irrelevant distracting disparage narrative step cnn,0,False,False,False,False,False,False,False,False,False,1 star,0.5649662017822266
