text,label
mari total idiot not know evidence come conclusion instead clue not attack cop try take gun rush finally get car not get shoot duh would mari take brown icecream beating ground not defend way browns momma gamma violently assault people sell shirt memory brown put two people hospital steal money trash shop probably charge know sort mentality brown raise thug want cause death,1
wait area majority african americans not make since majority people pull search arrest area would african american well,0
people would obey law like normal human being would never happen winner,0
good quality,0
say sound spit arab expression,0
pathetic pseudo philosophy vile little man,1
crazy everyone like video actually watch video 38 minute video 39 minute long laugh loud,0
people know ground say people ferguson say not black white thing cop step boundary say protest daylight peaceful tailgate like cop come military like overreact,0
man good fight back hope minority not get rain national guard look weapon act like war,0
love every thug deserve slug,1
gentle gentle giant,0
cruel mom,0
michael smerconish little bitch like subtly try insult guy guy laugh really show low stoop garbage hole become piece ass suck work michael smerconish guess no wonder home not watch crap news network,1
people road goddamn kid,0
imply ferguson black elect appoint official white mean majority people ferguson not represent mostly black population would not happen vote support white official median income lower mo we whole population mostly black statistic,0
guess get away since label title police title label low life thug addict guess behind bar shake head,0
good commentary perceptive fair,0
truth deliver courage conviction not political correctness reach heart mind honest productive hard work people lady say like,0
mme year already still moronic bullshit go shit ass country,1
america days come end emigration rate multiplying year mostly wealthy individual poor unskilled flood unchecked goodbye america good run,0
freak go girl,0
act like gentleman treat like gentleman someone not act like gentleman,0
michael brown rob store assault store owner fight police officer darren wilson police window go officer gun shot kill brown not shirt say not armed happen criminal activity regardless color skin lunch mob mentality not get way public pressure fact support brown activity day wonder brown want death suicide cop family could sue,1
oh god start rap lost laugh ass,0
wish much type protester come would arrest fine teach law,0
people say black play victim accord comment fault elect official racist white good thing go missouri racist white folk point finger take punk bitch power go back racism deport everyone else,1
someone take one team plow right,1
thank speak problem black community,0
awesome job peggy thank tell truth westandwithpeggyhubbard,0
find insane black people always play racist card every single little issue coincidental white black situation case race nothing also say want justice go around destroy private property looting shop right mind would ask justice rob destroy people lively hood time though black community think perfectly acceptable black person kill white cop cop follow procedure defend self potential fatal attack get angry yes black guy might not firearm could easily knife something value black people white law enforcement officer life equal understand officer defend self attack yes attack,1
milk see would cry,0
hah 37 big old fucking make censor,0
remember loot steal black purely gain free good name mike brown yea right excuse steal pure simple good concise introspective stefan folk live grievance follow perfectly white guilt segment keep rollin,1
need able call people gun can citizen completely disarm north hollywood bank heist would much short city people not strip 2nd amendment right,1
lady first guest speaker al sharpen rally seriously,0
25 laugh fucking ass,0
police brutality affect everyone not black issue make black issue people not black tend stop listen end racial profiling police not fuck everyone police not care color not policeman fuck look youtube notice brutality not discriminate stop racial bullshit want cop finally hold accountable powertripping action need realize play whole black black black card make people not black feel less sympathetic every race issue,1
wow think go buy bullet proof vest shit black like everybody try shoot,1
police officer wear camera lapel issue would open shut case,0
stefan fan rep river,0
anna dumb ass joe organ no clue say anna go porn something leave job one intelligent,1
run stupid ass stupid enough stand middle freeway,1
white supremacy well,1
go back period big mouth moron,1
fuck commie not even know happen,1
hmm maybe depth subject comment section nope bunch degenerate,1
moron talk peaceful burn nation flag idiot even though suppose old no knowledge baby make noise,1
excellent would medium slave we wait speak get lose next tragedy travesty happening go since thee origin we nobody free thee illusion real thee struggle experience collision experiment psychological warfare attrition type always aware bait not allow create shelter shelter,0
great footage wish news caster would shut minute police officer start talk let play would much interesting hearing comment,0
sure people protest actually protest believe people take advantage sad situation cause much chaos damage hurt community,0
oh politician style oratory peggy hubbard one short video ring message loud clear listen ok england thankfully not gun culture see enough american scene time know peggy drop hang wringing crap tell word write post white house maybe someone would listen act,0
fun fact not live ammo gun rubber slug,0
11 21 laugh ass not agree riot violent protest good stuff,0
mass need education,1
pepper spray cunt run,1
patient ever ambulance get injure worse not make hospital protestor liable die protestor charge man slaughter,1
police not try shoot leg arm body part immobilize someone every time officer fire weapon use deadly force train aim center mass not part body,0
one good breakdown see yet need slow think act thing,0
guy little biased sure maybe bring fact laser use could avoid forensic tell truly happen highly doubt mike brown need shoot six time call back no one say cop hero handle two kid especially act aggressively say cop completely right racist stefan come crazy cop hold high standard first cop mistake not call backup second try get door right kid laugh loud not remember training get space handle situation well uncle cop tell also laser first move mike charge even pursue block away wait back,0
oh god fuck love arab guy wise word seriously someone open eye world see thing rare world today big fucking amen guy wake fuck america,1
nothing hypocritical movement claim support black block probably hundred black try get job feed god damn family,0
work poor white fear kid would profile like whole life get search every time get stop no record love fucking hope well kid,0
testtube please explain black get stop search white white get make 29 population get search time black make 67 population get search 12 time pretty obvious white likely get search want explain find someone team actually remember basic grade school math could go wrong video seem already explain other seriously enjoy watch channel bias strong one almost make want unsubscribe,0
hell care people peacefully protest police feel threaten go act say blow fucker face follow riot,1
oh god dumb protester prevent cop job whine really really hate people protest like edit look ugly ass black girl big eye,1
one thing think people forget riot ferguson human combat mind wrap race not focus enough people,0
remember michael brown young teen boy happened build like linebacker rob convenience store pillar community,0
understand committed robbery offense deserve die put jail not end life crayon martin go buy skittle not deserve death either totally biased white would label troubled teenager peer pressured commit crime,0
cop moo people begin,0
man step spit fire hot enough make dylan jealous 12 26 13 34,0
michael brown asian name would not muffin wong,1
fucking fuck not even defend properly joke,1
ignorant,0
idiot reporter survey percent black involve follow gang activity shoplift car jack robbery robbery assault teenage pregnancy,1
moly love cop witness also not aware riot also decade police violence repression area also ignorant effect marijuana,0
every time interview person notice ghetto clearly see education preschooler ever protest incredible stupid stuff dr martin luther king jr would disappoint respect ignorant black people like always ruin thing say not anything always victim wake stupid guy not one make america look stupid,1
not tell racist cop dumb guy mess cop hate make michael brown seem like holy man not not make right kill confuse,0
wonder big crater thug brown make street meet final shot melon get sew bum truth fact not shit kitchen get right direction toilet,1
michael brown get ask black protestor racist white happen,1
always good moderate understanding see woman scrub screw black life matter movement hope die,1
anyone tell racist white man shoot black man not racist black man shoot white man case turn instantly racist one make no sense,0
national guard call hint riot national guard really spook rioter,0
not give fuck protest not block fuck traffic cunt piss everyone else day honestly cunt law intentionally block traffic driver reserve right run fuck quicken darwinism process anyway,1
not want justice see mob mentality action guilty no matter grand jury say no matter evidence say let we hang near tree officer right need learn speak proper english get job big race white crowd would jail,1
racial profiling police intimidation rob store get kill result fuck excuse man black people not get arrest commit strong arm robbery black people get violent not fear getting put like animal actually say not worry warrant laugh loud fucking piece human garbage,1
look ready cut head must isis sympathizer go say maybe care issue hand 95 want go loot store fuck shit,1
450 people get kill cop we every year cop would kill many country would street protest no matter dead man white black comment many white people not give fuck dead black man not get every unnecessary dead mater,1
fuck medium basset right find something real investigate exaggerate want view money fuck selfish fuck people disgusting not know bare nasty self,1
keep let real people get front camera truth tell pure form,0
not protest,0
news fucktard puppet player pay liar,1
agree report certainly think event go ferguson need investigate statistic support target particular race number stop search certainly explain away fact population region particular race give great opportunity someone stop likely go race think analysis would need conduct make collation not say race not factor say statistic misleading need consider thoughtfully state support statement,0
moral story not reach cop gun probably go get shoot white black,0
hey last week kansas city mo black man snuck retirement housing break house beat 80 year old couple death go outside attempt hot wire antique car three neighbor come town house mister howell afro american take 12 gauge shot gun execute blow head one armed know felon get previous murder charge could not find young girl body old white people caucasians al sharpen jesse jackson,1
sue time wast,0
spin way want could thug police officer would not know either way unless previous offense remember not not weapon police train not shoot six time fact never truly know fact go sign petition police officer wear camera chest no debate seem threaten,0
thumb up video clarify joe organ commentary not ignorance ana spew not mean ignorant necessarily disparaging mean not really understand situation,0
would walk right past cop pepper spray boy not wait free pass beat protester ass,1
people say cop justify new video witness say mister brown hand,0
check tube post black man go epic rant ferguson rioter although message deliver childish cartoon sort emotion one african american get,1
41 demo big ass gun face_with_tears_of_joy loudly_crying_face,1
us job fuck loser get way,1
since know never hold hand anyone raise hand show police ferguson racist scumbag watch count lot racist scumbag,1
time would want see sniper bush start pick one one,1
every time not agree police go go burn everything no relation not agree call protest people fuck stupid de evolve,1
police car far away body officer really good shot assault wake believe delude start point medium portray gentle giant goes use similar tactic discredit mb ref pot make rap music guy make dad would leave town ever,0
agree time race war,1
sad watch youtube video get non biased report go ferguson thank,0
no state no cop no cop no shoot state problem right anarchy capitalist like stefan agree nonsense,0
say night way many time,0
racist fuck god please bless america,1
focus roll blunt not happen much like non criminal type criminal type also smoke pot pot absolutely nothing fact walk not drive important bring pot relative intel yes criminal tendency smoke pot criminal also tend smoke cigarette drink,0
white weak,1
statement think ali sheep butt fucker mari take go fight syria,1
useless cop talk protester instead break head,1
integration black people school business bank integration lose every thing,1
useless people stand middle road scream useless shit,1
ugly truth talk like thug act like thug walk like thug live like thug die like thug live sword die sword not hate player hate game not innocent little child walking street get shoot back not blame parent must look individual case adult kind music listen kind video view role model environment affect enabler associate importantly accountable action unfortunately day choose wrong pathway fate not rob store call shoplifting heck might well call borrow without permission not first crime probably many unrecorded not catch negative action mike brown mb not assault another human without consequence say play no big deal childish get real folk riot loot attack threat nothing mb culture feel entitled use excuse propaganda find excuse commit crime name no justice no peace hand not shoot please culture need stop pant ground pant ground look like fool pant ground hat turn sideways gold mouth look like fool pant ground let say not race not lack justice justice naturally street usually end tragedy result immature no respect thug believe could use size intimidate probably school know street real parent around would not call mb childish not childish behavior behavior felonious criminal frank would probably cost life elsewhere different time real parent would state son wrong store clerk fact evidence show son assault officer pose threat go officer shot fire may son rest peace action not condone consequence due choice action unconditionally love son however also forgive officer apologize store clerk hope family people move learn action live dictate consequence positive negative would also like support alternate method event happen use non lethal weapon rubber bullet laser mace et truly support change no silence no violence no sugar coat human race need accountable say lastly officer racist shoot mb without rhyme reason fact target mb black decide gun mb back front even though surrender peacefully hand raise would side mb support unfortunately evidence thus far not support paragraph question would still reaction officer female question would still reaction officer black african american question would still reaction mike brown gun peer race question would still reaction mike brown white question would still end result death mike brown productive home work school running street people nothing world dangerous sincere ignorance conscientious stupidity martin luther king jr think safe say live dangerous time simple fact prove martin luther king jr quote unfortunately come race support lose people cry wolf please report,1
want shoot hardly wait till one kid get trouble police get kill,1
make damn angry worthless thug get shoot protest animal loot tear shit neighborhood everyone think black community fuck fuck,1
