Text_clean,Idioma_Tecnica,Texto_Original,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsReligiousHate
un grand nombre de personnes comme un policier appellent la raison pénale du policier de la police de police comme un officier de police Testament Good Work Officier de police Protéger le danger de la famille de la famille des enfants publics Hessitit,fr_translation,large number people like police officer call criminal reason police officer fact criminal like police officer testament good work police officer protect public child family danger hessitate help police time people stop complain start police respect hard work dedication require life line serve public,0,False,False,False,False,False,False,False,False,False
"große Anzahl Personen wie Polizisten rufen kriminelle Gründe an, die Polizist Fakten Kriminelle wie Polizisten Testament gute Arbeit Polizeibeamter schützen öffentliche Kinderfamilie Gefahr Hessitate Hilfseitigen Zeiten, die Menschen aufhören, sich zu beschweren.",de_translation,large number people like police officer call criminal reason police officer fact criminal like police officer testament good work police officer protect public child family danger hessitate help police time people stop complain start police respect hard work dedication require life line serve public,0,False,False,False,False,False,False,False,False,False
arab dude absolutely right shoot extra time shoot attack stop attack shoot twice attack time shoot kill opinion,en_original,arab dude absolutely right shoot extra time shoot attack stop attack shoot twice attack time shoot kill opinion,0,False,False,False,False,False,False,False,False,False
Dude árabe absolutamente correcto disparar tiempo extra dispare ataque de ataque de ataque disparar dos veces el tiempo de ataque de ataque matar opinión,es_translation,arab dude absolutely right shoot extra time shoot attack stop attack shoot twice attack time shoot kill opinion,0,False,False,False,False,False,False,False,False,False
Dec arabe absolument droit tir supplémentaire supplémentaire de tir de tir à coup d'attaque Stop Attack Shoot Twice Time Time Shoot Kill Opinion,fr_translation,arab dude absolutely right shoot extra time shoot attack stop attack shoot twice attack time shoot kill opinion,0,False,False,False,False,False,False,False,False,False
Araber Typ absolut rechts Schießen Sie zusätzliche Zeit Dreh Angriff Stop Attack Shoot Toppy Attack Time Shoot Till Meinungen,de_translation,arab dude absolutely right shoot extra time shoot attack stop attack shoot twice attack time shoot kill opinion,0,False,False,False,False,False,False,False,False,False
people facebook tie isis terrorist group muslim extremist,en_original,people facebook tie isis terrorist group muslim extremist,1,False,False,False,False,True,False,False,False,True
Les gens Facebook attachent l'extrémiste musulman terroriste de Facebook,fr_translation,people facebook tie isis terrorist group muslim extremist,1,False,False,False,False,True,False,False,False,True
Menschen Facebook binden isis terroristische Gruppe muslimischer Extremisten,de_translation,people facebook tie isis terrorist group muslim extremist,1,False,False,False,False,True,False,False,False,True
check tube post black man go epic rant ferguson rioter message deliver childish cartoon ish emotion african american get,en_original,check tube post black man go epic rant ferguson rioter message deliver childish cartoon ish emotion african american get,1,False,False,False,False,True,True,False,False,False
Compruebe el tubo post negro go go rant ferguson ferguson Mensaje de la mano Entregue la caricatura infantil ish emoción afroamericano obtenga,es_translation,check tube post black man go epic rant ferguson rioter message deliver childish cartoon ish emotion african american get,1,False,False,False,False,True,True,False,False,False
Vérifiez le tube post noir go epic rant Ferguson Rioter Message délivrer un dessin animé émotion émotion afro-américaine,fr_translation,check tube post black man go epic rant ferguson rioter message deliver childish cartoon ish emotion african american get,1,False,False,False,False,True,True,False,False,False
Check Tube Post Black Man Go Epic Rant Ferguson Randaler Nachricht liefern kindisch -karikon ish emotion afroamerikaner,de_translation,check tube post black man go epic rant ferguson rioter message deliver childish cartoon ish emotion african american get,1,False,False,False,False,True,True,False,False,False
love pussy staten island spit cop love happen mike brown strong arm thug people burn ferguson eric garnier wrong choke death protest mafia control staten island burn car,en_original,love pussy staten island spit cop love happen mike brown strong arm thug people burn ferguson eric garnier wrong choke death protest mafia control staten island burn car,1,True,False,False,True,True,True,False,False,False
Love Pussy Staten Island Spit Cop Hubo Mike Brown Strong Arm Thug People Burn Ferguson Eric Garnier Choque Incribe Información Muerte Mafia Control Staten Island Burn Car,es_translation,love pussy staten island spit cop love happen mike brown strong arm thug people burn ferguson eric garnier wrong choke death protest mafia control staten island burn car,1,True,False,False,True,True,True,False,False,False
Love Pussy Staten Island Spit Cop Love Happen Mike Brown Strong Arm THUG PERSONNES BROPPE,fr_translation,love pussy staten island spit cop love happen mike brown strong arm thug people burn ferguson eric garnier wrong choke death protest mafia control staten island burn car,1,True,False,False,True,True,True,False,False,False
agree protestor,en_original,agree protestor,0,False,False,False,False,False,False,False,False,False
Acuerde el manifestante,es_translation,agree protestor,0,False,False,False,False,False,False,False,False,False
Convention de manifestation,fr_translation,agree protestor,0,False,False,False,False,False,False,False,False,False
Protestierer zustimmen,de_translation,agree protestor,0,False,False,False,False,False,False,False,False,False
mike browns father boooshit,en_original,mike browns father boooshit,1,True,False,False,True,False,False,False,False,False
Mike Browns padre boooshit,es_translation,mike browns father boooshit,1,True,False,False,True,False,False,False,False,False
Mike Browns Père Boooshit,fr_translation,mike browns father boooshit,1,True,False,False,True,False,False,False,False,False
Mike Browns Vater Boooshit,de_translation,mike browns father boooshit,1,True,False,False,True,False,False,False,False,False
guy right point judge speak ability judge messege racist fuck suck dick like medium focus thing matter cnn shit,en_original,guy right point judge speak ability judge messege racist fuck suck dick like medium focus thing matter cnn shit,1,True,False,False,True,False,False,False,False,False
Guy Punto correcto Juez hablar habilidad Juez Messege Racist Fuck chupa la polla como la cosa de enfoque medio importa Cnn mierda,es_translation,guy right point judge speak ability judge messege racist fuck suck dick like medium focus thing matter cnn shit,1,True,False,False,True,False,False,False,False,False
Guy Right Point Judge Speak Capacité juge Messege Raciste Fuck Suck Dick Like Medium Focus Thing Matter Cnn Shit,fr_translation,guy right point judge speak ability judge messege racist fuck suck dick like medium focus thing matter cnn shit,1,True,False,False,True,False,False,False,False,False
Guy richtiger Punkt Richter Speak -Fähigkeit Richter Messenge Rassist Fuck Suck Dick wie mittlere Fokus Sache Materie Cnn Shit,de_translation,guy right point judge speak ability judge messege racist fuck suck dick like medium focus thing matter cnn shit,1,True,False,False,True,False,False,False,False,False
moral story reach cops gun probably gunna shoot white black,en_original,moral story reach cops gun probably gunna shoot white black,0,False,False,False,False,False,False,False,False,False
Historia moral Reach Cops Gun probablemente Gunna dispara Blanco Blanco,es_translation,moral story reach cops gun probably gunna shoot white black,0,False,False,False,False,False,False,False,False,False
l'histoire morale atteint le pistolet flics probablement gunna tire blanc noir,fr_translation,moral story reach cops gun probably gunna shoot white black,0,False,False,False,False,False,False,False,False,False
Moralische Geschichte Erreicht Polizisten Waffe wahrscheinlich Gunna schießen weiß schwarz,de_translation,moral story reach cops gun probably gunna shoot white black,0,False,False,False,False,False,False,False,False,False
masri close isis america,en_original,masri close isis america,1,True,False,False,False,False,False,False,False,False
Masri schließen Isis America,de_translation,masri close isis america,1,True,False,False,False,False,False,False,False,False
know chimper compassion mud pump heart,en_original,know chimper compassion mud pump heart,1,False,False,False,False,True,True,False,False,False
Conozca el corazón de la bomba de barro compasión de chimpere,es_translation,know chimper compassion mud pump heart,1,False,False,False,False,True,True,False,False,False
Connaître le cœur de la pompe à boue de la compassion de compassion,fr_translation,know chimper compassion mud pump heart,1,False,False,False,False,True,True,False,False,False
Kennen Sie Schmuck Mitgefühl Schlammpumpe Herz,de_translation,know chimper compassion mud pump heart,1,False,False,False,False,True,True,False,False,False
believe wanna believe care bassem masri idiot,en_original,believe wanna believe care bassem masri idiot,1,True,False,False,False,False,False,False,False,False
cree que quiero creer cuidado bassem masri idiota,es_translation,believe wanna believe care bassem masri idiot,1,True,False,False,False,False,False,False,False,False
Croire à croire croire les soins Bassem masri idiot,fr_translation,believe wanna believe care bassem masri idiot,1,True,False,False,False,False,False,False,False,False
"Glauben Sie, dass Care Bassem Masri Idiot glauben will",de_translation,believe wanna believe care bassem masri idiot,1,True,False,False,False,False,False,False,False,False
bassem masri terrorist isis,en_original,bassem masri terrorist isis,1,False,False,False,False,True,False,False,False,True
Bassem Masri Terrorista ISIS,es_translation,bassem masri terrorist isis,1,False,False,False,False,True,False,False,False,True
Bassem Masri terroriste Isis,fr_translation,bassem masri terrorist isis,1,False,False,False,False,True,False,False,False,True
waist time try reason police spit thug try defend criminal brown losing matter grand jury decision live,en_original,waist time try reason police spit thug try defend criminal brown losing matter grand jury decision live,1,True,False,True,False,False,False,False,False,False
Tiempo de cintura intenta la razón por la que la policía Spit Thug intente defender el criminal Brown perdiendo el asunto Gran jurado decisión en vivo,es_translation,waist time try reason police spit thug try defend criminal brown losing matter grand jury decision live,1,True,False,True,False,False,False,False,False,False
Temps de taille Essayez la raison pour laquelle la police crache Thug essaie de défendre le criminel Brown perdant la matière Grand Jury Décision en direct,fr_translation,waist time try reason police spit thug try defend criminal brown losing matter grand jury decision live,1,True,False,True,False,False,False,False,False,False
"Taille Zeit versuchen, Grund zu der Polizei spuckte Schläger, versuche kriminelle braun zu verteidigen",de_translation,waist time try reason police spit thug try defend criminal brown losing matter grand jury decision live,1,True,False,True,False,False,False,False,False,False
wish masri dead,en_original,wish masri dead,1,True,False,False,False,False,False,False,False,False
Deseo Masri muerto,es_translation,wish masri dead,1,True,False,False,False,False,False,False,False,False
Souhaiter Masri mort,fr_translation,wish masri dead,1,True,False,False,False,False,False,False,False,False
Wünsche Masri tot,de_translation,wish masri dead,1,True,False,False,False,False,False,False,False,False
collapse usa possibility consider boil dictatorship evil reprisal possibility new reconstruction people fundamentally conscious responsibility attain government bring effective valuable new start actually occur currently extremely questionable presently totalitarian manner direct interest economic military political cultural strict fundamentalist religious sectarian base enormous lie devious misanthropic criminal felonious machination imaginable regard mean population usa spy secret service severely neighbourhood forth possible manner restrict freedom addition violence emerge form openly covertly,en_original,collapse usa possibility consider boil dictatorship evil reprisal possibility new reconstruction people fundamentally conscious responsibility attain government bring effective valuable new start actually occur currently extremely questionable presently totalitarian manner direct interest economic military political cultural strict fundamentalist religious sectarian base enormous lie devious misanthropic criminal felonious machination imaginable regard mean population usa spy secret service severely neighbourhood forth possible manner restrict freedom addition violence emerge form openly covertly,0,False,False,False,False,False,False,False,False,False
"Kollapse USA Möglichkeit in Betracht ziehen Koch diktatur böse Repressalien Möglichkeit neuer Wiederaufbau Menschen grundsätzlich bewusste Verantwortung Erreichen von Regierung bringen wirksamen wertvollen Neuanfang tatsächlich extrem fraglich, derzeit total.",de_translation,collapse usa possibility consider boil dictatorship evil reprisal possibility new reconstruction people fundamentally conscious responsibility attain government bring effective valuable new start actually occur currently extremely questionable presently totalitarian manner direct interest economic military political cultural strict fundamentalist religious sectarian base enormous lie devious misanthropic criminal felonious machination imaginable regard mean population usa spy secret service severely neighbourhood forth possible manner restrict freedom addition violence emerge form openly covertly,0,False,False,False,False,False,False,False,False,False
actually shout fire crowded theater christopher hitchen demonstrate talk free speech look interviewee correct cop serve public way consistent serve public police department represent public race ethnicity rank hire bunch big tough black guy police department few black shoot death puny white guy felt humiliate get bitch slap teenager,en_original,actually shout fire crowded theater christopher hitchen demonstrate talk free speech look interviewee correct cop serve public way consistent serve public police department represent public race ethnicity rank hire bunch big tough black guy police department few black shoot death puny white guy felt humiliate get bitch slap teenager,1,True,False,False,True,False,False,False,False,False
actually shout fire crowded theater christopher hitchen demonstrate talk free speech look interviewee correct cop serve public way consistent serve public police department represent public race ethnicity rank hire bunch large tough black guy police department few black shoot death puny white guy felt humiliate get bitch slap teenager,en_synonym,actually shout fire crowded theater christopher hitchen demonstrate talk free speech look interviewee correct cop serve public way consistent serve public police department represent public race ethnicity rank hire bunch big tough black guy police department few black shoot death puny white guy felt humiliate get bitch slap teenager,1,True,False,False,True,False,False,False,False,False
"En realidad, grita fuego de teatro lleno de gente, Christopher Hitchen, demuestra hablar de libertad de expresión, mirada, entrevistado, correcto, COMBRA COMPLEZA CAMINO PÚBLICA SERVICIÓN DEL DEPARTAMENTO DE POLICÍA PÚBLICA Representación de la carrera de la raza pública Rango de rango Bunch Gun",es_translation,actually shout fire crowded theater christopher hitchen demonstrate talk free speech look interviewee correct cop serve public way consistent serve public police department represent public race ethnicity rank hire bunch big tough black guy police department few black shoot death puny white guy felt humiliate get bitch slap teenager,1,True,False,False,True,False,False,False,False,False
"En fait, crier le feu de feu, théâtre Christopher Hitchen, démontrer la liberté d'expression Look Interviewé Cop correct Servir public Way cohérent Service public Département de police représenter la race publique ethnicité Ranque de location Bunch Big Black Guy Department Police Department Black ShooT Death Puny Guy Breed Selon Humiliate",fr_translation,actually shout fire crowded theater christopher hitchen demonstrate talk free speech look interviewee correct cop serve public way consistent serve public police department represent public race ethnicity rank hire bunch big tough black guy police department few black shoot death puny white guy felt humiliate get bitch slap teenager,1,True,False,False,True,False,False,False,False,False
think kill,en_original,think kill,1,True,False,False,False,False,False,False,False,False
pensar matar,es_translation,think kill,1,True,False,False,False,False,False,False,False,False
penser à tuer,fr_translation,think kill,1,True,False,False,False,False,False,False,False,False
"Denken Sie, töten",de_translation,think kill,1,True,False,False,False,False,False,False,False,False
legalize marijuana problem stop,en_original,legalize marijuana problem stop,0,False,False,False,False,False,False,False,False,False
legalizar el problema de la marihuana parada,es_translation,legalize marijuana problem stop,0,False,False,False,False,False,False,False,False,False
légaliser le problème du problème de la marijuana,fr_translation,legalize marijuana problem stop,0,False,False,False,False,False,False,False,False,False
Legalisieren Sie Marihuana Problem stoppen,de_translation,legalize marijuana problem stop,0,False,False,False,False,False,False,False,False,False
word provocateur,en_original,word provocateur,0,False,False,False,False,False,False,False,False,False
provocador de palabras,es_translation,word provocateur,0,False,False,False,False,False,False,False,False,False
Wort provocateur,de_translation,word provocateur,0,False,False,False,False,False,False,False,False,False
lol happen greedy rich slime masse uneducated ignorant deal stupid create try reason irrational exercise futility popcorn ready boil fall talk fall walk,en_original,lol happen greedy rich slime masse uneducated ignorant deal stupid create try reason irrational exercise futility popcorn ready boil fall talk fall walk,1,True,False,False,False,False,False,False,False,False
lol arrive gourmand riche slime masse sans instruction ignorant deal stupide créer une raison raisonr exercice irrationnel futilité pop-corn prêt bouil,fr_translation,lol happen greedy rich slime masse uneducated ignorant deal stupid create try reason irrational exercise futility popcorn ready boil fall talk fall walk,1,True,False,False,False,False,False,False,False,False
lol passieren gierig reiche schleim masse masse ungebildete ignorant Deal dumm erstellen probieren Sie Gründe.,de_translation,lol happen greedy rich slime masse uneducated ignorant deal stupid create try reason irrational exercise futility popcorn ready boil fall talk fall walk,1,True,False,False,False,False,False,False,False,False
legal system inherently racist cnn reporter,en_original,legal system inherently racist cnn reporter,1,True,False,False,False,False,False,False,False,False
sistema legal inherentemente reportero de CNN racista,es_translation,legal system inherently racist cnn reporter,1,True,False,False,False,False,False,False,False,False
système juridique intrinsèquement raciste CNN reporter,fr_translation,legal system inherently racist cnn reporter,1,True,False,False,False,False,False,False,False,False
Rechtssystem von Natur aus rassistischer CNN -Reporter,de_translation,legal system inherently racist cnn reporter,1,True,False,False,False,False,False,False,False,False
look ready cut head isis sympathizer go maybe care issue hand want loot store fuck shit,en_original,look ready cut head isis sympathizer go maybe care issue hand want loot store fuck shit,1,False,False,False,False,True,False,False,False,True
"Mira listo para cortar cabeza ISIS Sympathizer Go, tal vez, problema de cuidado de la mano quiero tienda de botín joder mierda",es_translation,look ready cut head isis sympathizer go maybe care issue hand want loot store fuck shit,1,False,False,False,False,True,False,False,False,True
Regardez la tête de la tête de la tête Isis Sympathezer allez peut-être le problème de souci,fr_translation,look ready cut head isis sympathizer go maybe care issue hand want loot store fuck shit,1,False,False,False,False,True,False,False,False,True
schau referad aus schnitt Kopf isis Sympathisant Go vielleicht versuchte Hand.,de_translation,look ready cut head isis sympathizer go maybe care issue hand want loot store fuck shit,1,False,False,False,False,True,False,False,False,True
lol shoot apprehend idiot,en_original,lol shoot apprehend idiot,1,True,False,False,False,False,False,False,False,False
lol disparar aprehend idiot,es_translation,lol shoot apprehend idiot,1,True,False,False,False,False,False,False,False,False
lol shoot appréhende idiot,fr_translation,lol shoot apprehend idiot,1,True,False,False,False,False,False,False,False,False
lol schießen Sie erfunden Idiot,de_translation,lol shoot apprehend idiot,1,True,False,False,False,False,False,False,False,False
case overshadow cop murder kid fake sword saratoga springs utah outraged mike brown case murder happen utah deal cop provide non lethal weapon shooting utah unwarranted run know run lunge police fake sword take opportunity immediate action right run shoot time know large group cop corrupt murderer new run police time teen cop pursue find hide bullet end life say paper saratoga spring black population,en_original,case overshadow cop murder kid fake sword saratoga springs utah outraged mike brown case murder happen utah deal cop provide non lethal weapon shooting utah unwarranted run know run lunge police fake sword take opportunity immediate action right run shoot time know large group cop corrupt murderer new run police time teen cop pursue find hide bullet end life say paper saratoga spring black population,0,False,False,False,False,False,False,False,False,False
Caso Overshadow Cop Murder Kid Fake Sword Saratoga Springs Utah Oformado Mike Brown Case Murder Hubo Utah Deal Cop Proporcionar disparos de armas no letales Utah Utah Run injustificado Conozca Lunge Lunge Police Fake Fake Tomar Opportunidad Acción inmediata Ruta Run Time Cop Cop Corrupto Tiempo de policía Tiempo de policía Perspuesto Conserve Encontrar escondite la vida de la vida de Bullet End Saratoga Spring Población negra Negro Población negra,es_translation,case overshadow cop murder kid fake sword saratoga springs utah outraged mike brown case murder happen utah deal cop provide non lethal weapon shooting utah unwarranted run know run lunge police fake sword take opportunity immediate action right run shoot time know large group cop corrupt murderer new run police time teen cop pursue find hide bullet end life say paper saratoga spring black population,0,False,False,False,False,False,False,False,False,False
Case Overshadow Cop Murder Kid Fake Sword Saratoga Springs Utah Interdite Mike Brown Case Murder set Utah Deal Cop Cop Offre de tir à l'arme non létale Utah Run Run Know Run Police Police Fake Swor,fr_translation,case overshadow cop murder kid fake sword saratoga springs utah outraged mike brown case murder happen utah deal cop provide non lethal weapon shooting utah unwarranted run know run lunge police fake sword take opportunity immediate action right run shoot time know large group cop corrupt murderer new run police time teen cop pursue find hide bullet end life say paper saratoga spring black population,0,False,False,False,False,False,False,False,False,False
man zionist jew look ypu jewnesss face cnn employ zionist sympathiser neo con racist wolf blitzer emplpyeee,en_original,man zionist jew look ypu jewnesss face cnn employ zionist sympathiser neo con racist wolf blitzer emplpyeee,1,False,False,False,False,True,True,False,False,False
hombre sionista judío mira ypu judíos cara cnn emplea simpatizante sionista neo con racista lobo blitzer emplpyeee,es_translation,man zionist jew look ypu jewnesss face cnn employ zionist sympathiser neo con racist wolf blitzer emplpyeee,1,False,False,False,False,True,True,False,False,False
homme sioniste juif look ypu juifs face cnn emploie le sympathisant sioniste neo con raciste wolf blitzer emplpyeee,fr_translation,man zionist jew look ypu jewnesss face cnn employ zionist sympathiser neo con racist wolf blitzer emplpyeee,1,False,False,False,False,True,True,False,False,False
Mann Zionistischer jüdischer Look ypu Juwness gegenüber CNN Beschäftigten Zionisten Sympathisant Neo Con Racist Wolf Blitzer Emplpyeeee,de_translation,man zionist jew look ypu jewnesss face cnn employ zionist sympathiser neo con racist wolf blitzer emplpyeee,1,False,False,False,False,True,True,False,False,False
blood street worried word get tired way mainstream media treat like idiot follow condescend irrelevant distracting disparage narrative step cnn,en_original,blood street worried word get tired way mainstream media treat like idiot follow condescend irrelevant distracting disparage narrative step cnn,0,False,False,False,False,False,False,False,False,False
Blood Street preocupada Palabra que se canse de la manera que los medios de comunicación son los medios de comunicación como idiota Sigue la condescendencia irrelevante distray,es_translation,blood street worried word get tired way mainstream media treat like idiot follow condescend irrelevant distracting disparage narrative step cnn,0,False,False,False,False,False,False,False,False,False
Blood Street Word inquiet est fatigué des médias traditionnels Treat comme idiot Suivez Condescending non pertinent distrayant narrative dénigré étape CNN,fr_translation,blood street worried word get tired way mainstream media treat like idiot follow condescend irrelevant distracting disparage narrative step cnn,0,False,False,False,False,False,False,False,False,False
Blood Street besorgtes Wort wird müde wie Mainstream -Medien behandeln wie Idiot. Folgen Sie.,de_translation,blood street worried word get tired way mainstream media treat like idiot follow condescend irrelevant distracting disparage narrative step cnn,0,False,False,False,False,False,False,False,False,False
stop criminal shoot simple,en_original,stop criminal shoot simple,1,True,False,True,False,False,False,False,False,False
Detener el brote criminal simple,es_translation,stop criminal shoot simple,1,True,False,True,False,False,False,False,False,False
arrêter la pousse criminelle simple,fr_translation,stop criminal shoot simple,1,True,False,True,False,False,False,False,False,False
"Hör auf, kriminelle Schießerei einfach zu machen",de_translation,stop criminal shoot simple,1,True,False,True,False,False,False,False,False,False
like turtle,en_original,like turtle,0,False,False,False,False,False,False,False,False,False
como tortuga,es_translation,like turtle,0,False,False,False,False,False,False,False,False,False
comme une tortue,fr_translation,like turtle,0,False,False,False,False,False,False,False,False,False
wie Schildkröte,de_translation,like turtle,0,False,False,False,False,False,False,False,False,False
massri need education,en_original,massri need education,1,True,False,False,False,False,False,False,False,False
Massri necesita educación,es_translation,massri need education,1,True,False,False,False,False,False,False,False,False
Massri a besoin d'éducation,fr_translation,massri need education,1,True,False,False,False,False,False,False,False,False
Massri braucht Bildung,de_translation,massri need education,1,True,False,False,False,False,False,False,False,False
cnn mother fucker fuck peace shit,en_original,cnn mother fucker fuck peace shit,1,True,False,False,True,False,False,False,False,False
CNN Madre Fucker Fuck Peace Mierda,es_translation,cnn mother fucker fuck peace shit,1,True,False,False,True,False,False,False,False,False
cnn mère baiseuse baise de la paix,fr_translation,cnn mother fucker fuck peace shit,1,True,False,False,True,False,False,False,False,False
CNN Mutter Ficker fick Friedensscheiße,de_translation,cnn mother fucker fuck peace shit,1,True,False,False,True,False,False,False,False,False
statement think ali sheep butt fucker masri fight syria,en_original,statement think ali sheep butt fucker masri fight syria,1,True,False,True,True,True,True,False,False,False
Declaración Piense en ali oveja Butt Fucker Masri Fight Siria,es_translation,statement think ali sheep butt fucker masri fight syria,1,True,False,True,True,True,True,False,False,False
déclaration pense à Ali mouton Butt Fucker masri combat la Syrie,fr_translation,statement think ali sheep butt fucker masri fight syria,1,True,False,True,True,True,True,False,False,False
Aussage denken Sie an Ali Schafs Butt Fucker Masri Kampf gegen Syrien,de_translation,statement think ali sheep butt fucker masri fight syria,1,True,False,True,True,True,True,False,False,False
hahahahaha guy bassmaster character teste bassmaster semi retarded character cross eyed like guy,en_original,hahahahaha guy bassmaster character teste bassmaster semi retarded character cross eyed like guy,1,True,False,False,False,False,False,False,False,False
jajajajaja guy bajo personaje teste de bajo personaje semi retrasado con ojos de ruido como un chico,es_translation,hahahahaha guy bassmaster character teste bassmaster semi retarded character cross eyed like guy,1,True,False,False,False,False,False,False,False,False
HAHAHAHAHA GUY Personnage de bassmaster Teste Bassmaster Semi retardé personnage croisé comme un gars,fr_translation,hahahahaha guy bassmaster character teste bassmaster semi retarded character cross eyed like guy,1,True,False,False,False,False,False,False,False,False
