VideoId,Text,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsReligiousHate
04kJtp6pVXI,we all know with the chimpers there is no compassion in their mud pumping hearts,True,False,False,False,False,True,True,False,False,False
04kJtp6pVXI,i can believe whatever i want to believe i do not care what any of them have to say bassem masri you are an idiot,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,bassem masri is a terrorist part of isis,True,False,False,False,False,True,False,False,False,True
04kJtp6pVXI,i would nt waist my time trying to reason with this police spitting thug trying to defend criminal brown is a losing matter the grand jury has made they are decision live with it,True,True,False,True,False,False,False,False,False,False
04kJtp6pVXI,i wish mr masri was dead,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,thus with a collapse of the usa only two possibilities can be considered whereby with the one it boils down to a dictatorship with evil reprisals while the other possibility may be a new reconstruction if people who are fundamentally conscious of their responsibilities attain government and really do everything to bring about an effective and valuable new start but whether this will actually occur is currently extremely questionable because presently in a totalitarian manner everything is directed towards interests which are economic military political and cultural as well as towards that which is strict fundamentalist religious sectarian and based on enormous lies and devious misanthropic criminal and felonious machinations in every imaginable regard this also means that the population of the usa is spied upon by the secret services and even severely within the neighbourhoods and so forth and in every possible manner being restricted in its freedom and this is in addition to the violence as it emerges in some form or other both openly and covertly,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,you actually can shout fire in a crowded theater christopher hitchens demonstrated this in his talk about free speech look it up the interviewee is correct cops serve the public not the other way around and it is consistent with serving that public that the police department represent that public s race and ethnicity in its ranks hire a bunch of big tough black guys to the police department and you will have fewer blacks being shot to death by a puny white guy who felt humiliated when he got bitch slapped by a teenager,True,True,False,False,True,False,False,False,False,False
04kJtp6pVXI,i think he kill him,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,legalize marijuana then problems will stop,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,1 word provocateur,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,lol this is what happens when the greedy rich slime keep the masses uneducated ignorant now deal with the stupid that you created trying to reason with the irrational is an exercise in futility get the popcorn ready because it is about to boil over if you fall for the talk you will fall just walking,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,the legal system is inherently racist same as this cnn reporter,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,he looks ready to cut heads off he must be a isis sympathizer and i am going to say maybe 5 care about the issue at hand and other 95 just want to go loot stores and fuck shit up,True,False,False,False,False,True,False,False,False,True
04kJtp6pVXI,lol shoot to apprehend he is an idiot,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,this case has overshadowed the cops that murdered a kid with a fake sword in saratoga springs utah i am just as much outraged by the mike brown case the murder that happened in utah was just about the same deal cops are provided with non lethal weapons the shooting in utah unwarranted because he ran do not know why he ran but if you lunged at the police with the fake sword you should have taken that opportunity for immediate action right then he ran and was shot 6 times in the back we know a large group of cops are corrupt and these murderers are nothing new though i have ran from the police many times when i was in my teens cops just pursue and find him hiding some where not just put 6 bullets in the back ending a life they said in some paper saratoga springs has about 5 of black population i have been through there and i would say they were off by about 5,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,this man is a zionist jew look at ypu can see the jewnesss in his face cnn only employ zionist sympathisers and neo con racists and wolf blitzer is the emplpyeee,True,False,False,False,False,True,True,False,False,False
04kJtp6pVXI,there is blood on the street but you are worried about words we are all getting very tired with the way mainstream media is treating us like idiots who will follow their condescending irrelevant distracting disparaging narrative step up cnn,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,stop being criminals and you will not get shot that simple,True,True,False,True,False,False,False,False,False,False
04kJtp6pVXI,i like turtles,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,massri needs an education,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,cnn mother fuckers fuck you peace of shit,True,True,False,False,True,False,False,False,False,False
04kJtp6pVXI,hers my statement i think ali sheep butt fucker masri should take an ak and go fight in syria,True,True,False,True,True,True,True,False,False,False
04kJtp6pVXI,hahahahaha this guy is ed bassmaster s character always teste ed bassmaster has a semi retarded character who is cross eyed just like this guy,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,how do these childish cops sleep at night,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,a completely idiot having his minutrs of fame,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,i hope to god you guys is still not falling for the same old banana in the tailpipe bullshit news that they are giving you,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,cnn is such bullcrap,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,alright this entire case is crap all of these people who are saying that white people are being racist and calling them bad names is just as racist as you would like to call it as us there have been extensive investigations that prove that this boy s death was out of self defense however i am not defending the whole kkk thing but i am defending the helpless citizens of ferguson this boy died i do not care if he was white or black what i do care about is how the people in ferguson are treating their town if they really cared about this incident they would hold memorials to express their feelings this is not helping themselves get justice what really matters is that this boy is dead something has been done about it the grand jury has decided can it just be over,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,this guy does not know what happened he did not have his hands up,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,ayy cnn are lookin like pussies,True,True,False,False,True,False,False,False,False,False
04kJtp6pVXI,smirconnish is the most even handed guy in the world this guy masri is an idiot,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,masri is a total idiot i do not have to know the evidence i can just come to my own conclusions instead here is a clue do not attack a cop and try to take his gun and then rush him after he finally gets out of his car and you will not get shot duhhh so what would masri do take brown out for a icecream as he is beating him into the ground and not defend himself by the way browns momma and gramma violently assaulted some people who were selling t shirts in memory of brown and put two people in the hospital stole their money and trashed their shop and will probably be charged for it so we all know what sort of mentality brown was raised in and he was a thug want to be who caused his own death,True,True,False,False,False,True,True,False,False,False
04kJtp6pVXI,he had to take a break because bassem was making too much sense for him to debate further,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,let us reverse the rolls black racist cops in rich white communities but you cannot prove there racist when a white man gets pissed off at this intolerable condition we unload several clips of high caliber ammo at point blank range for his audacity at questioning authority all americans need to be on full alert of this elitist agenda to set presidents of questioning authority the elitist upper class is the problem prison culture cia drug cartels exporting jobs and importing cheap labor while the elitist get bailed out and support this corrupt system we can turn this around when we c get past the race issue the govt incites to divide the working class but you can hardly call it a working class because the govt put everyone out of work we are more of a homeless class let us not for get western history and the role big money plays in this clusterfuck designed to destroy a nation that is destroyed at this point we can get it back ask me how,True,False,False,False,False,True,True,False,False,False
04kJtp6pVXI,this moron is talking about being peaceful their burning the nation s flag idiot even though that is what you are suppose to do when it is old so they have no knowledge they are babies making noise,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,this is a cia agent provocateur operative to kick start the riots of the new american civil war he is not african american but his rehearsed ebonics is transparent,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,can someone shoot this black idiot too that would make me giggle inside,True,True,False,True,False,True,True,False,False,False
04kJtp6pVXI,you people are sick this man is speaking the truth and you all are just mad trying to justify why a young boy who did nothing was shot and killed smh you all are the devil and a disease to this earth i will be glad when the sun burns all your asses into extinction and we can have our planet back half animal half devil cave beasts,True,True,False,True,True,False,False,False,False,False
04kJtp6pVXI,the world is changing i am mad at the police too but id be dam if isis going to come in here that is when its time to kill these faucks,True,True,True,True,False,True,False,False,False,True
04kJtp6pVXI,cnn is propaganda for the most part and people let them hear it in ferguson too,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,what a waste of time talking to that idiot you know what i am sayin i will believe what i want to believe yup hell with facts or evidence loser,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,news fucktards puppet players all they are paid liars,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,bassem has the right to express himself we have freedom of expression we all have that right its an amendment of the constitution i do not think cnn is that competent after all,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,does this guy riot before or after work orrrr let me guess he fucks off all day doing nothing,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,mr masri is 100 right could not say it any better myself,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,can anyone tell me why it is racist if a white man shoots a black man is it not racist when black man shoots a white man why do these cases turn instantly into racist ones it makes no sense,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,racial profiling and police intimidation he robbed a store and got killed as a result fucking excuses man black people should not have to get arrested when they commit a strong arm robbery when black people get violent they should not have to fear getting put down like an animal he actually said we should not have to worry about warrants lol fucking piece of human garbage,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,wrong mother fucker no shoot to apprehend,True,True,False,False,True,False,False,False,False,False
04kJtp6pVXI,black and white crimes seems to be big topic in us after ferguson case i just came here to brag about finnish cops that used firearm 6 times last year 2 time towards human 2 times to warn 2 times to kill wounded animal 5 million people here and 0 5 gun per capita,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,and the heading reads when the protesters take it too far,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,this muslim man does not have anything in mind of peace he wants to stir up dissonance and trouble among americans by using racist accusations that is his man goal,True,False,False,False,False,True,False,False,False,True
04kJtp6pVXI,add another imbecile to the bunch reporter is a incompetent bastard,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,this interviewer is right this guy should show some respect to the paramilitary police that are killing and getting away with it ha,True,True,False,True,False,False,False,False,False,False
04kJtp6pVXI,you all are some dumb as people,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,bassem i think walmart is hiring for the holidays get a job loser,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,teen faces life in prison for pot brownies 90 year old man gets arrested for feeding the poor police officer is set free with no charges whatsoever for killing a teenager do not you people see how wrong this is,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,you know what i am sayin wow,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,yeah you are right 1 white shot a black all hell break lose black shot black no protest maybe if they start doing protest on black shotting black you can buy in thier story,True,False,False,False,False,True,True,False,False,False
04kJtp6pVXI,let us steal from a convenience store then let us go and punch a cop in the face and get shot 6 times then let us get all the black people and white apologists to run around the street setting buildings on fire fucking dirty gutter rats all living on welfare and causing violence just look where the rest of black people live on the dirties ebola plague ridden continent lucky white countries can come over and cure their dumb asses,True,False,False,False,False,True,True,False,False,False
04kJtp6pVXI,i am with this dude fuck the punk police,True,True,False,False,True,False,False,False,False,False
04kJtp6pVXI,what a stupid arab police shoot to apprehend lmao that is not how it works when they are being attacked,True,False,False,False,False,True,True,False,False,False
04kJtp6pVXI,5 09 plain n simple truth,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,lmfao why is this dude taking like that _ i hear him talking but i do not know what he is saying smh,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,i do understand their anger but war is not the answer,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,iz did not do nuffinz,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,what an ignorant coward full of emotion estrogen and apathy and where the hell did you come from fuckin racially ambiguous blackwashed loudmouth they really chose a pathetic man to interview,True,True,False,True,False,True,True,False,False,False
04kJtp6pVXI,that motherfucker was angry and i understand why,True,True,False,False,True,False,False,False,False,False
04kJtp6pVXI,let us get this straight and present the facts as the mass media should have from the beginning 18 yr old by all legal aspects an adult robs a convince store the criminal later flees the seen and is aprehended by the police resists arrest and altercation occurs between the two the police as in every case similar to this uses force criminal is killed the killing goes to court a randomly selected jury views all the evidence and hears out all witnesses which pertain to the case radom jury reaches unanimous verdict of not guilty i am sorry protestors i cannot here over all this democracy,True,True,False,True,False,False,False,False,False,False
04kJtp6pVXI,do any of these protestors work for a living where do they get the time to do all this,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,if people would obey the law like normal human beings this would never happen winner,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,no indictment moving right along,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,if you act like animals you get treated like animals,True,False,False,False,False,True,True,False,False,False
04kJtp6pVXI,michael smerconish hack,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,sure they totally looked at factual evidence during that trial more like special treatment but hey we all knew that was going to happen did not we,True,True,False,True,False,False,False,False,False,False
04kJtp6pVXI,you tellin me if he did in fact steal swisher sweets is the value of his life just admit you all are racist quit being a bunch of faggott bitches,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,proof blacks are not victims 1 statistically cops kill more whites than blacks yet whites see them as necessary because they save more lives than they cost while places like ferguson lose their minds 2 statistically 93 of murdered blacks are killed by other blacks with whites consisting of 3 of the murderers and 4 being the other races 3 whites were enslaved by blacks first and for over 150 years this was when europeans the same race that started america and later enslaved africans began searching north africa to establish trade of goods between natives from the 1520s to the late 1600s whites were enslaved first later the tables turned this boys and girls is called karma 4 statistically over 50 of murders in the us alone are from blacks despite them making up only 14 1 of the entire us population while despite whites make up 63 of the us population they only make up 46 of the murders 5 whites make up 38 of welfare recipients with blacks making up 39 this does not seem extreme until you realize that 39 blacks consists of that 14 1 whith that 38 whites making up 63 of the us meaning each individual black person is about 5 times as likely than whites to use welfare,True,False,False,False,False,True,True,False,False,False
04kJtp6pVXI,white man cannot finish his sentence america needs to wake up the truth of murder is there,True,True,False,False,False,True,True,False,False,False
04kJtp6pVXI,i will be sure to avoid getting in this guy s taxi cab,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,fuck media bassem was right find something real to investigate you are just exaggerating because you want more views and more money fuck you selfish fucks these people are disgusting i do not know how they bare with their nasty selves,True,True,False,True,True,False,False,False,False,False
04kJtp6pVXI,cnn youse guys going too far i will tell you what you doing so that bad is going to happen very bad it is all going to benefit you i do not care how much money you have ellen and better for you to be like all the rest was be careful what you put out there you put russia in between this be careful we have kids,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,this guy here he needs to grow up,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,shoot to apprehend easier said than done when the evidence was presented michael brown was still attackin darren after he was shot twice people have this misconception like in the movies that one gun shot anywhere to the body will disable an attacker this is a false belief there are cases of people still attacking or running after they have been shot 2 3 times for god sake 50 cent was shot 9 times and he is alive when you are being attacked by a 6 ft 3 200 somthing pound person and you are on your back it is hard to say i m just goin to shoot to apprehend had michael brown copnducted himself like a gentleman this would not have happened he was an aggresive piece of shit and this muslim shit head is not any better he is filled with rage and does not have the answer for anything progression comes from tolerance not violence,True,False,False,False,False,True,True,False,False,True
04kJtp6pVXI,it is not about just brown it is about daily killings of non whites by white cops and that is a reality,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,how was this guy hired what an idiot,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,this guy is a moron,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,cnn so out of touch close up idiots people are watching for the comedy of reporting lol,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,bassem masri is a criminal a thug and a psychopath he has no credibility and no humanity he needs to be locked in a jail cell time for the rubber room and straight jacket for bassem get his intellectually dishonest butt out of the community,True,True,False,False,True,False,False,False,False,False
04kJtp6pVXI,cnn this is why you are a joke,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,i wonder what the police expect will happen when they continually abuse and kill people do they honestly expect the public to do nothing about it to just lay back and take it and let the cops just turn into one massive street gang who are allowed to kill without consequence even a rat when it is cornered will defend itself,True,True,False,True,False,False,False,False,False,False
04kJtp6pVXI,i do not want my sons death to be in vain let us burn this bitch down stupid fucks destroying livelihoods peaceful protests my fucking ass,True,True,False,False,True,False,False,False,False,False
04kJtp6pVXI,this guy is my hero,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,did he say that the sound of him spitting is an arab expression,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,wow,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,i think that this indecent is unessacerry for the event of one person being shot mr brown stole something so it was not intirely the police officers fault,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,this is a genuine failure of leadership by the president of the united states this nice town ferguson should have been declared a state of emergency it should have been put under martial law federal troops should have stuffed the town and non residents should have been pushed out everyone knew there was going to be another riot but what did the president do he did not want to offend the black community he did not want anyone else to get shot so he just let er burn baby burn seems to me that a real leader could have had it both ways mr president sir you have failed reprehensibly and i do accuse you,True,True,False,True,False,False,False,False,False,False
04kJtp6pVXI,anyone know if they are irradiating commercial strawberry seeds mine will not germinate,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,arabs hate black people this isis sympathizer just wants to call it his community nonsense,True,False,False,False,False,True,True,False,False,False
04kJtp6pVXI,i cannot for the life of me understand why people think that mike brown was a martyr for some because the man was a criminal are all black people criminals absolutely not are there white criminals hispanic criminals you betcha if the situation was exactly the same but the races were reversed there would not be an issue at all,True,False,False,False,False,True,True,False,False,False
04kJtp6pVXI,well done thumbs_up,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,old mans way has been tried forever and how well did that worked look where we are now,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,3 44 you no wat i am sayin,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,without that badge they a bitch and a half so fuck the police,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,this arab piece of shit acting like he gets harrassed he or his parents own a store and yet he acts like he gets treated like black people lol the same people who steals from his store what a moron piece of shit,True,True,False,False,True,True,True,False,False,False
04kJtp6pVXI,it is people like this guy that makes america shake it is head nawamsain no the fuck we do not,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,police brutality affects everyone it is not just a black issue and when they made it a black issue that is when people who are not black tend to stop listening end racial profiling as if police do not fuck with everyone police do not care what color you are if you are not a policeman they will fuck with you if you look on youtube you will notice the brutality does not discriminate so stop it with this racial bullshit because if you want cops to finally be held accountable for their powertripping actions you need to realize that playing the whole because i am black and only black and black card makes people who are not black feel less sympathetic because every race here has had issues with them,True,True,False,True,True,False,False,False,False,False
04kJtp6pVXI,christians rock,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,the only good cnn anchor i have ever seen,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,islamic terrorist insighting hatred and violence under the disguise of an african citizen its time that american citizens realise their true enemy is islam and not black or white people,True,False,False,False,False,True,False,False,False,True
04kJtp6pVXI,fuck cnn you corrupt demon worshiping fools,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,this guy is a dumbass he claims that policed hired thugs took his phone and shot off rounds without any evidence to back his claims,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,mike browns father does not buy into it he got caught on video saying burn the bitch down reffering to ferguson and this dude you are interviwing is just a thug and should not be given air time,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,brown isused as an excuse to loot take peoples shit and destroy neighborhoods haaaa typical ghetto bullshit ya are not even hood ya just ghetto bitches collecting free rent from the govt while fighting the govt same occupy wall street fagets have nothing else to do go clean the highways,True,False,False,False,False,True,True,False,False,False
04kJtp6pVXI,wtf is not this the guy who got mugged for his iphone 6 in ferguson that video was hilarious,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,what does trayvon martin and michael brown have in common the real reason behind the riots that no one dare speak of as with the zimmerman case the common factors here are those race mongers like al sharpton cnn and msnbc whipping up the black community to see racism where there is no racism and injustice where there is no injustice give it a year or two and i can promise you there will be another zimmerman or michael brown style case but the bigger question is why will there be a similar case because rather than face the real root because of many of the problems suffered by black americans poverty high crime the high black on black murder rate it is far easier to turn a blind eye and point the finger and shout racism so what is the root because of black problems in america if its not racism the root because is the break down of the black american family and the high number of fatherless children growing up in single parent homes the governments own statistics reveal that children born into fatherless homes are more likely to drop out of school more likely to have a history of unemployment high chance of poverty and more likely to serve time in prison the list goes on and on when we look at the fact that 70 of black children will grow up in a fatherless home compared to 24 of white children we see a number that begins to explain why black poverty and black crime is so high amongst blacks in america with 70 of black mothers on welfare complied with a dysfunctional gangster rap culture that glorifies promiscuity drug dealers the abuse of women and the power of the gun we see a problem beginning to emerge and the reason for the deaths of trayvon martin and michael brown begin to come clear black americans a 13 minority are doing 54 of the dying and probably 54 of the killing that needs to be said so now we have black culture of violence financed by the welfare system conclusion like i said there will be another race based case sooner or latter in fact it will never end as long as race mongers like sharpton cnn and msnbc continue to promote the idea that its all about racism rather than the disintegration of the black american family another ferguson is just around the corner,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,how many shots to disable one man if the officer felt so threatened was there a call for backup how many shots before one man cannot continue to threaten another with the transcript of witness evidence released there seems to more questions unanswered than answered i pray for all involved that they might find some peace from a terrible encounter amen,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,my thought of this waste of skin catching his just desert at 3300fps would not make me a popular guy with the no free people allowed party but i do not live on the bookends of this country the rest of you libshits would do yourselves justice to know the majority of real americans despise you in every way know it and own it every day you continue to exist is because ying must have yang motherjumper,True,True,False,False,True,True,False,False,False,False
04kJtp6pVXI,wow an a hole that makes a cnn interviewer seem reasonable and balanced,True,True,False,False,True,False,False,False,False,False
04kJtp6pVXI,never argue with an idiot,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,so ratchet lol,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,stfu you muslim piece of shit the cops should have fired ten rounds into his ass or better still let us cut his head off and pour pigs blood down his throat i am willing to bet it was them dirty fckn islamic bastards that set those fires and not even the blacks that did,True,True,True,True,False,True,False,False,False,True
04kJtp6pVXI,i made a song addressing ferguson and the issues today please listen and thank you tha bigger picture soundcloud listen to tha bigger picture by kool d np on soundcloud,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,michael smerconish is a little bitch i like how he subtly tries to insult the guy and the guy laughs at him this really shows how low cnn will stoop and what a garbage hole cnn has become and what a piece of ass sucking work michael smerconish is i guess it is no wonder why in my home we do not watch cnn crap news network,True,True,False,False,True,False,False,False,False,False
04kJtp6pVXI,no thanksgiven or christmas for all the owners of the business that were looted stole from burned out for no good reason and none for years to come these people did nothing except serve the same ones that burned them out may god have mercy on you i would not,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,the grand jury amd processor have too much power in the justice system amd connections with other police departments that is what i am sayin honestly,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,they are protecting and serving us from people like michael brown the guy deserved to be killed cry more about it,True,True,False,True,False,False,False,False,False,False
04kJtp6pVXI,if that cop shot a white guy there would not be any riots but since he shot a black guy everyone seems to think it was because he was black look at the evidence not skin color everyone always throws out the race card over crap like this,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,i find it amusing how all of these protesters claim they are fighting against racism but yet they are blind to their own racism there have been several reports of black people attacking white people just a couple of days ago it was reported that a white man was beaten to death with a hammer by black teens in st louis yeah clearly no racial intent there fucking hypocrites,True,True,False,True,False,True,True,False,False,False
04kJtp6pVXI,excellent they would media slaves have us wait to speak out so this gets lost into the next tragedy there is a travesty happening here that is been going on since thee origins of usa nobody is free thee illusion is real so is thee struggle we are experiencing the collision of this experiment psychological warfare through attrition in typing that always be aware of baiting do not allow them to create helter skelter,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,michael brown rob a store assaulted the store owner then fought with a police officer darren wilson in and through the police window went for the officer gun then was shot and killed brown did not have a shirt saying i am not armed this is what happens when you do criminal activity regardless of the color of your skin a linch mob mentality should not get there way or public pressure when all the facts support browns activity of the day some wonder if brown wanted death suicide by cop for his family could sue,True,True,False,True,False,False,False,False,False,False
04kJtp6pVXI,this fucking fuck cannot even defend himself properly what a joke,True,True,False,False,True,False,False,False,False,False
04kJtp6pVXI,wow think i am going to buy a bullet proof vest shit if your black it is like everybody is tryin to shoot you,True,True,False,True,False,False,False,False,False,False
04kJtp6pVXI,if a black officer shot a white guy it would be fine by black people i am not a racist,True,False,False,False,False,True,True,False,False,False
04kJtp6pVXI,this delusional moron s anger is only justified if mike was indeed unjustly killed if on the other hand mike was a malicious person and the shooting was justified then all the rioting is not justified no one can know what happened there that day so any riots are taking place on the basis of assumptions,True,True,False,False,True,False,False,False,False,False
04kJtp6pVXI,omg it is a terrorist an isis undercover agent what are you doing americans arrest him,True,False,False,False,False,True,True,False,False,False
04kJtp6pVXI,keep letting real people get in front of the camera the truth will be told in its purest form,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,criminal kids get shot by the police almost everyday plus mike brown has a bad criminal record and started the fight,False,False,False,False,False,False,False,False,False,False
04kJtp6pVXI,the city is full of really really really dumb people cannot try to reason with them,True,True,False,False,False,False,False,False,False,False
04kJtp6pVXI,this is not your counties go back to he middle east that is your counties b,True,False,False,False,False,True,True,False,False,False
04kJtp6pVXI,people get shot everyday how come this is the only one that is getting attention,False,False,False,False,False,False,False,False,False,False
